program,section,source,root_name,name,full_path,level,pic,usage_flag,usage_count,nb_paragraphs,nb_reads,nb_writes,nb_conditions,nb_io,has_88,nb_88,is_critical,role_infered
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-TYP-MESS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-TYP-MESS,15,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-NOMTERM,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-NOMTERM,15,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/FILLER,15,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-NOMTRAN,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-NOMTRAN,15,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/FILLER,15,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-NOMPROG,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-NOMPROG,15,X(8).,Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-NOMFONC,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-NOMFONC,15,X.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/FILLER,15,X(7).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER,10,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-NOMFICH,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-NOMFICH,15,X(8).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-TRANS-APP,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/SRSIN-TRANS-APP,10,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-CODTRAN,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/SRSIN-CODTRAN,10,X(4).,Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-INFO-MS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS,05,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-IDMS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS,10,,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-IDMSPREF,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-IDMSPREF,15,X(3).,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-CICS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-CICS,15,X.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-TERMID,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-TERMID,15,X(4).,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-TASKN,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-TASKN,15,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-NBELEM,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-NBELEM,10,S9(4) COMP.,Y,1,1,1,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-LGELEM,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-LGELEM,10,S9(4) COMP.,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-RC,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC,05,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-RC-SRS,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC/SRSIN-RC-SRS,10,99.,Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-RC-CICS,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC/SRSIN-RC-CICS,10,S9(8) COMP.,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-APPLID,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID,05,,Y,1,1,0,1,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID/FILLER,10,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-TYP-CICS,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID/SRSIN-TYP-CICS,10,X(3).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-ID-CICS,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID/SRSIN-ID-CICS,10,X.,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES,05,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-SESS,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-SESS,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-CODPOST,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-SESS/SRSIN-CODPOST,15,X(6).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-CODFONC-MNEMO,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-SESS/SRSIN-CODFONC-MNEMO,15,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-ADRMVT,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/SRSIN-ADRMVT,15,S9(8) COMP.,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/FILLER,15,X(6).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-CPOSN,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/SRSIN-CPOSN,15,S9(4) COMP.,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/FILLER,15,X(8).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-ETAT-IMP,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP,10,,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-ETAT-ACQ,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP/SRSIN-ETAT-ACQ,15,X(3).,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-ETAT-DIS,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP/SRSIN-ETAT-DIS,15,X(3).,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP/FILLER,15,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-ABEND,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND,10,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-CODFINA,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND/SRSIN-CODFINA,15,X(4).,Y,1,1,0,1,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND/FILLER,15,X(6).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-MESSNUM,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-MESSNUM,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-NUMMESS,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-MESSNUM/SRSIN-NUMMESS,15,9(5).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-MESSNUM/FILLER,15,X(5).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-ENR,FAPPA-ENR,01,,Y,3,3,3,0,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CLE,FAPPA-ENR/FAPPA-CLE,05,,Y,5,3,5,0,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CLE-TYPE,FAPPA-ENR/FAPPA-CLE/FAPPA-CLE-TYPE,10,X.,Y,2,2,0,2,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CLE-APPL,FAPPA-ENR/FAPPA-CLE/FAPPA-CLE-APPL,10,X(3).,Y,2,2,0,2,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES,05,,Y,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-LIBAPPL,FAPPA-ENR/FAPPA-DONNEES/FAPPA-LIBAPPL,10,X(40).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CODAPPL-REDUIT,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-REDUIT,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CODAPPL-REDUIT1,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-REDUIT/FAPPA-CODAPPL-REDUIT1,15,X.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CODAPPL-REDUIT2,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-REDUIT/FAPPA-CODAPPL-REDUIT2,15,X.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-IDENTAOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-IDENTAOR,10,X.,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CODDISPO-APPL,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODDISPO-APPL,10,9.,Y,4,2,1,3,0,0,N,0,Y,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CODDISPO-APPL-SEC,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODDISPO-APPL-SEC,10,9.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-MESSIND-APPL,FAPPA-ENR/FAPPA-DONNEES/FAPPA-MESSIND-APPL,10,,Y,2,2,1,1,1,0,N,0,Y,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-MESSIND-L1,FAPPA-ENR/FAPPA-DONNEES/FAPPA-MESSIND-APPL/FAPPA-MESSIND-L1,15,X(79).,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-MESSIND-L2,FAPPA-ENR/FAPPA-DONNEES/FAPPA-MESSIND-APPL/FAPPA-MESSIND-L2,15,X(79).,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-INDIC-IDMS,FAPPA-ENR/FAPPA-DONNEES/FAPPA-INDIC-IDMS,10,X.,N,0,0,0,0,0,0,N,0,N,FLAG/ETAT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-VAL-HORSAOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-VAL-HORSAOR,10,9.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-NOMRESP,FAPPA-ENR/FAPPA-DONNEES/FAPPA-NOMRESP,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-USERIDTSO,FAPPA-ENR/FAPPA-DONNEES/FAPPA-NOMRESP/FAPPA-USERIDTSO,15,X(8).,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-USERIDRACF,FAPPA-ENR/FAPPA-DONNEES/FAPPA-NOMRESP/FAPPA-USERIDRACF,15,X(8).,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-TRANSINI,FAPPA-ENR/FAPPA-DONNEES/FAPPA-TRANSINI,10,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-TEL,FAPPA-ENR/FAPPA-DONNEES/FAPPA-TEL,10,9(10).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-POSTTEL,FAPPA-ENR/FAPPA-DONNEES/FAPPA-POSTTEL,10,X(4).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-HEUREDEB,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-HDVAC,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB/FAPPA-HDVAC,15,9(2).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-MDVAC,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB/FAPPA-MDVAC,15,9(2).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-HEUREFIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-HFVAC,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN/FAPPA-HFVAC,15,9(2).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-MFVAC,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN/FAPPA-MFVAC,15,9(2).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-HEUREDEB-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB-VDX,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-HDVAC-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB-VDX/FAPPA-HDVAC-VDX,15,9(2).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-MDVAC-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB-VDX/FAPPA-MDVAC-VDX,15,9(2).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-HEUREFIN-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN-VDX,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-HFVAC-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN-VDX/FAPPA-HFVAC-VDX,15,9(2).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-MFVAC-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN-VDX/FAPPA-MFVAC-VDX,15,9(2).,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-SYSID-LIST,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST,10,,Y,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-SYSID-TOR-LIST,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-TOR-LIST,15,,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-SYSID-TOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-TOR-LIST/FAPPA-SYSID-TOR,20,X(4),N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-SYSID-AOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR,15,,Y,1,1,1,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-SYSID-AORDEB,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AORDEB,20,X(2).,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-SYSID-AOR-FIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN,20,,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-SYSID-AOR-TYP,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN/FAPPA-SYSID-AOR-TYP,25,X.,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-SYSID-AOR-NUM,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN/FAPPA-SYSID-AOR-NUM,25,X.,N,0,0,0,0,0,0,N,0,N,IDENTIFIANT
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES,10,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CSD-FICEXP,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICEXP,15,X(8).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CSD-FICEXP-DEG,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICEXP-DEG,15,X(8).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CSD-FICVDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICVDX,15,X(8).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CSD-FICVDX-DEG,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICVDX-DEG,15,X(8).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-PERIODICITE,FAPPA-ENR/FAPPA-DONNEES/FAPPA-PERIODICITE,10,X.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-CODAPPL-AFFICH,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-AFFICH,10,X(3).,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,FAPPA-ENR,FAPPA-FILLER,FAPPA-ENR/FAPPA-DONNEES/FAPPA-FILLER,10,X.,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,SRFI-DONNEES,SRFI-DONNEES,SRFI-DONNEES,01,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,SRFI-DONNEES,SRFI-NBFI,SRFI-DONNEES/SRFI-NBFI,05,9(4) COMP.,N,0,0,0,0,0,0,N,0,N,NUMERIQUE
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,SRFI-DONNEES,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS,05,,N,0,0,0,0,0,0,N,0,N,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,SRFI-DONNEES,SRFI-NOMFIC,SRFI-DONNEES/SRFI-FICHIERS/SRFI-NOMFIC,10,X(8).,N,0,0,0,0,0,0,N,0,N,
