program,section,source,level,name,parent_name,full_path,pic,usage,occurs,occurs_depends_on,redefines,value,line_etude,used_direct,used,usage_count,first_usage_line
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,FILLER,SRSIN-INFOS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER,,,,,SRSIN-NOMRESS,,000166,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-NOMPROG,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-NOMPROG,X(8).,,,,,,000167,Y,Y,1,000797
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,FILLER,SRSIN-INFOS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER,,,,,SRSIN-NOMRESS,,000168,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-NOMFONC,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-NOMFONC,X.,,,,,,000169,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/FILLER,X(7).,,,,,,000170,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,FILLER,SRSIN-INFOS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER,,,,,SRSIN-NOMRESS,,000171,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-NOMFICH,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-NOMFICH,X(8).,,,,,,000172,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-TRANS-APP,SRSIN-INFOS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/SRSIN-TRANS-APP,X(4).,,,,,,000173,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-CODTRAN,SRSIN-INFOS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/SRSIN-CODTRAN,X(4).,,,,SRSIN-TRANS-APP,,000174,Y,Y,1,000796
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,05,SRSIN-INFO-MS,SRSIN-COMM,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS,,,,,,,000175,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-IDMS,SRSIN-INFO-MS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS,,,,,,,000176,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-IDMSPREF,SRSIN-IDMS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-IDMSPREF,X(3).,,,,,,000177,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CICS,SRSIN-IDMS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-CICS,X.,,,,,,000178,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-TERMID,SRSIN-IDMS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-TERMID,X(4).,,,,,,000179,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-TASKN,SRSIN-IDMS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-TASKN,,,,,SRSIN-TERMID,,000180,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-NBELEM,SRSIN-INFO-MS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-NBELEM,S9(4) COMP.,,,,,,000182,Y,Y,1,000800
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-LGELEM,SRSIN-INFO-MS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-LGELEM,S9(4) COMP.,,,,,,000183,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,05,SRSIN-RC,SRSIN-COMM,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC,,,,,,,000184,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-RC-SRS,SRSIN-RC,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC/SRSIN-RC-SRS,99.,,,,,,000185,Y,Y,1,000799
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-RC-CICS,SRSIN-RC,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC/SRSIN-RC-CICS,S9(8) COMP.,,,,,,000186,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,05,SRSIN-APPLID,SRSIN-COMM,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID,,,,,,,000187,Y,Y,1,000798
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,FILLER,SRSIN-APPLID,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID/FILLER,X(4).,,,,,,000188,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-TYP-CICS,SRSIN-APPLID,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID/SRSIN-TYP-CICS,X(3).,,,,,,000189,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-ID-CICS,SRSIN-APPLID,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID/SRSIN-ID-CICS,X.,,,,,,000190,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,05,SRSIN-DONNEES,SRSIN-COMM,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES,,,,,,,000191,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-SESS,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-SESS,,,,,,,000192,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CODPOST,SRSIN-SESS,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-SESS/SRSIN-CODPOST,X(6).,,,,,,000193,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CODFONC-MNEMO,SRSIN-SESS,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-SESS/SRSIN-CODFONC-MNEMO,X(4).,,,,,,000194,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,FILLER,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER,,,,,SRSIN-SESS,,000195,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-ADRMVT,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/SRSIN-ADRMVT,S9(8) COMP.,,,,,,000196,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/FILLER,X(6).,,,,,,000197,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,FILLER,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER,,,,,SRSIN-SESS,,000198,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CPOSN,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/SRSIN-CPOSN,S9(4) COMP.,,,,,,000199,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/FILLER,X(8).,,,,,,000200,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-ETAT-IMP,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP,,,,,SRSIN-SESS,,000201,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-ETAT-ACQ,SRSIN-ETAT-IMP,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP/SRSIN-ETAT-ACQ,X(3).,,,,,,000202,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-ETAT-DIS,SRSIN-ETAT-IMP,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP/SRSIN-ETAT-DIS,X(3).,,,,,,000203,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,SRSIN-ETAT-IMP,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP/FILLER,X(4).,,,,,,000204,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-ABEND,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND,,,,,SRSIN-SESS,,000205,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CODFINA,SRSIN-ABEND,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND/SRSIN-CODFINA,X(4).,,,,,,000206,Y,Y,1,000795
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,SRSIN-ABEND,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND/FILLER,X(6).,,,,,,000207,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-MESSNUM,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-MESSNUM,,,,,SRSIN-SESS,,000208,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-NUMMESS,SRSIN-MESSNUM,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-MESSNUM/SRSIN-NUMMESS,9(5).,,,,,,000209,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,SRSIN-MESSNUM,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-MESSNUM/FILLER,X(5).,,,,,,000210,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,01,FAPPA-ENR,,FAPPA-ENR,,,,,,,000213,Y,Y,3,000427
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,05,FAPPA-CLE,FAPPA-ENR,FAPPA-ENR/FAPPA-CLE,,,,,,,000214,Y,Y,5,000426
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CLE-TYPE,FAPPA-CLE,FAPPA-ENR/FAPPA-CLE/FAPPA-CLE-TYPE,X.,,,,,,000215,Y,Y,2,000423
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CLE-APPL,FAPPA-CLE,FAPPA-ENR/FAPPA-CLE/FAPPA-CLE-APPL,X(3).,,,,,,000216,Y,Y,2,000424
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,05,FAPPA-DONNEES,FAPPA-ENR,FAPPA-ENR/FAPPA-DONNEES,,,,,,,000217,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-LIBAPPL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-LIBAPPL,X(40).,,,,,,000218,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CODAPPL-REDUIT,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-REDUIT,,,,,,,000219,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CODAPPL-REDUIT1,FAPPA-CODAPPL-REDUIT,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-REDUIT/FAPPA-CODAPPL-REDUIT1,X.,,,,,,000220,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CODAPPL-REDUIT2,FAPPA-CODAPPL-REDUIT,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-REDUIT/FAPPA-CODAPPL-REDUIT2,X.,,,,,,000221,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-IDENTAOR,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-IDENTAOR,X.,,,,,,000222,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CODDISPO-APPL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODDISPO-APPL,9.,,,,,,000223,Y,Y,4,000627
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CODDISPO-APPL-SEC,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODDISPO-APPL-SEC,9.,,,,,,000224,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-MESSIND-APPL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-MESSIND-APPL,,,,,,,000225,Y,Y,2,000624
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MESSIND-L1,FAPPA-MESSIND-APPL,FAPPA-ENR/FAPPA-DONNEES/FAPPA-MESSIND-APPL/FAPPA-MESSIND-L1,X(79).,,,,,,000226,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MESSIND-L2,FAPPA-MESSIND-APPL,FAPPA-ENR/FAPPA-DONNEES/FAPPA-MESSIND-APPL/FAPPA-MESSIND-L2,X(79).,,,,,,000227,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-INDIC-IDMS,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-INDIC-IDMS,X.,,,,,,000228,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-VAL-HORSAOR,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-VAL-HORSAOR,9.,,,,,,000229,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-NOMRESP,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-NOMRESP,,,2,,,,000230,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-USERIDTSO,FAPPA-NOMRESP,FAPPA-ENR/FAPPA-DONNEES/FAPPA-NOMRESP/FAPPA-USERIDTSO,X(8).,,,,,,000231,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-USERIDRACF,FAPPA-NOMRESP,FAPPA-ENR/FAPPA-DONNEES/FAPPA-NOMRESP/FAPPA-USERIDRACF,X(8).,,,,,,000232,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-TRANSINI,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-TRANSINI,X(4).,,,,,,000233,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-TEL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-TEL,9(10).,,,,,,000234,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-POSTTEL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-POSTTEL,X(4).,,,,,,000235,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-HEUREDEB,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB,,,,,,,000236,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-HDVAC,FAPPA-HEUREDEB,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB/FAPPA-HDVAC,9(2).,,,,,,000237,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MDVAC,FAPPA-HEUREDEB,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB/FAPPA-MDVAC,9(2).,,,,,,000238,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-HEUREFIN,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN,,,,,,,000239,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-HFVAC,FAPPA-HEUREFIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN/FAPPA-HFVAC,9(2).,,,,,,000240,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MFVAC,FAPPA-HEUREFIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN/FAPPA-MFVAC,9(2).,,,,,,000241,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-HEUREDEB-VDX,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB-VDX,,,,,,,000242,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-HDVAC-VDX,FAPPA-HEUREDEB-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB-VDX/FAPPA-HDVAC-VDX,9(2).,,,,,,000243,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MDVAC-VDX,FAPPA-HEUREDEB-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB-VDX/FAPPA-MDVAC-VDX,9(2).,,,,,,000244,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-HEUREFIN-VDX,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN-VDX,,,,,,,000245,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-HFVAC-VDX,FAPPA-HEUREFIN-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN-VDX/FAPPA-HFVAC-VDX,9(2).,,,,,,000246,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MFVAC-VDX,FAPPA-HEUREFIN-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN-VDX/FAPPA-MFVAC-VDX,9(2).,,,,,,000247,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-SYSID-LIST,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST,,,,,,,000248,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-SYSID-TOR-LIST,FAPPA-SYSID-LIST,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-TOR-LIST,,,,,,,000249,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,20,FAPPA-SYSID-TOR,FAPPA-SYSID-TOR-LIST,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-TOR-LIST/FAPPA-SYSID-TOR,X(4),,8,,,,000250,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-SYSID-AOR,FAPPA-SYSID-LIST,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR,,,,,,,000251,Y,Y,1,000444
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,20,FAPPA-SYSID-AORDEB,FAPPA-SYSID-AOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AORDEB,X(2).,,,,,,000252,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,20,FAPPA-SYSID-AOR-FIN,FAPPA-SYSID-AOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN,,,,,,,000253,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,25,FAPPA-SYSID-AOR-TYP,FAPPA-SYSID-AOR-FIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN/FAPPA-SYSID-AOR-TYP,X.,,,,,,000254,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,25,FAPPA-SYSID-AOR-NUM,FAPPA-SYSID-AOR-FIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN/FAPPA-SYSID-AOR-NUM,X.,,,,,,000255,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CSD-GROUPES,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES,,,,,,,000256,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICEXP,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICEXP,X(8).,,,,,,000257,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICEXP-DEG,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICEXP-DEG,X(8).,,,,,,000258,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICVDX,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICVDX,X(8).,,,,,,000259,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICVDX-DEG,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICVDX-DEG,X(8).,,,,,,000260,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-PERIODICITE,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-PERIODICITE,X.,,,,,,000261,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CODAPPL-AFFICH,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-AFFICH,X(3).,,,,,,000262,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-FILLER,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-FILLER,X.,,,,,,000263,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,01,SRFI-DONNEES,,SRFI-DONNEES,,,,,,,000266,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,05,SRFI-NBFI,SRFI-DONNEES,SRFI-DONNEES/SRFI-NBFI,9(4) COMP.,,,,,,000267,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,05,SRFI-FICHIERS,SRFI-DONNEES,SRFI-DONNEES/SRFI-FICHIERS,,,160,,,,000268,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-NOMFIC,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-NOMFIC,X(8).,,,,,,000270,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-TYPFIC,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-TYPFIC,9.,,,,,,000271,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-IDCICS,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-IDCICS,X(4).,,,,,,000272,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-FONCTIONS,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS,,,40,,,,000273,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,15,SRFI-CODFONC,SRFI-FONCTIONS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS/SRFI-CODFONC,X.,,,,,,000274,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,15,SRFI-CODDISPO-FONC,SRFI-FONCTIONS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS/SRFI-CODDISPO-FONC,9.,,,,,,000275,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,01,SRVD-DONNEES,,SRVD-DONNEES,,,,,,,000278,Y,Y,3,000421
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPAPP,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPAPP,9.,,,,,,000279,Y,Y,9,000500
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPIND,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPIND,9.,,,,,,000280,Y,Y,10,000513
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPFIC,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPFIC,X.,,,,,,000281,Y,Y,2,000501
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPFON,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPFON,X.,,,,,,000282,Y,Y,2,000561
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,01,WFONC-ENR,,WFONC-ENR,,,,,,,000285,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,05,WFONC-CLE,WFONC-ENR,WFONC-ENR/WFONC-CLE,,,,,,,000286,N,Y,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,10,WFONC-CLE-APPL,WFONC-CLE,WFONC-ENR/WFONC-CLE/WFONC-CLE-APPL,X(3).,,,,,,000287,Y,Y,3,000629
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,10,WFONC-CLE-FONC,WFONC-CLE,WFONC-ENR/WFONC-CLE/WFONC-CLE-FONC,X.,,,,,,000288,N,N,0,
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,05,WFONC-DONNEES,WFONC-ENR,WFONC-ENR/WFONC-DONNEES,,,,,,,000289,N,N,0,
