program,file,line_start,copybook,has_replacing,statement
SRSRA260,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA260.cbl,102,SRSWSES0,NO,COPY SRSWSES0.
SRSRA260,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA260.cbl,104,SRSFAPPA,NO,COPY SRSFAPPA.
SRSRA260,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA260.cbl,156,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRA260,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA260.cbl,157,SRSCOMA0,NO,COPY SRSCOMA0.
SRSRA260,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA260.cbl,160,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSRA260,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA260.cbl,161,SRSCOMU0,NO,COPY SRSCOMU0.
SRSRA260,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA260.cbl,173,SRSCOMCX,NO,COPY SRSCOMCX.
SRSRA260,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA260.cbl,832,SMASHDIP,NO,COPY SMASHDIP.
SRSRA261,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA261.cbl,59,SMASHTRC,NO,COPY SMASHTRC.
SRSRA261,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA261.cbl,62,SMASHDIW,NO,COPY SMASHDIW.
SRSRA261,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA261.cbl,64,SRSWFANO,NO,COPY SRSWFANO.
SRSRA261,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA261.cbl,66,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRA261,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA261.cbl,68,SRSTSRAE,NO,COPY SRSTSRAE.
SRSRA261,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA261.cbl,70,SRSWSES0,NO,COPY SRSWSES0.
SRSRA261,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA261.cbl,104,SRSCOMCX,NO,COPY SRSCOMCX.
SRSRA261,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA261.cbl,383,SMASHDIP,NO,COPY SMASHDIP.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,64,SMASHTRC,NO,COPY SMASHTRC.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,67,SMASHDIW,NO,COPY SMASHDIW.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,70,SRSWFANO,NO,COPY SRSWFANO.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,72,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,78,DFHAID,NO,COPY DFHAID.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,85,SRSMAE,NO,COPY SRSMAE.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,87,SRSTSRAE,NO,COPY SRSTSRAE.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,90,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,91,SRSCOMA0,NO,COPY SRSCOMA0.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,94,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,95,SRSCOMU0,NO,COPY SRSCOMU0.
SRSRA270,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA270.cbl,353,SMASHDIP,NO,COPY SMASHDIP.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,65,SMASHTRC,NO,COPY SMASHTRC.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,68,SMASHDIW,NO,COPY SMASHDIW.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,70,SRSWFANO,NO,COPY SRSWFANO.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,72,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,74,SRSTSRAE,NO,COPY SRSTSRAE.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,76,SRSTSRAH,NO,COPY SRSTSRAH.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,78,SRSWSERV,NO,COPY SRSWSERV.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,89,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,90,SRSCOMA0,NO,COPY SRSCOMA0.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,93,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,94,SRSCOMU0,NO,COPY SRSCOMU0.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,107,SRSFSER1,NO,COPY SRSFSER1.
SRSRA275,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA275.cbl,450,SMASHDIP,NO,COPY SMASHDIP.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,51,SMASHTRC,NO,COPY SMASHTRC.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,54,SMASHDIW,NO,COPY SMASHDIW.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,57,SRSWFANO,NO,COPY SRSWFANO.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,59,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,62,DFHAID,NO,COPY DFHAID.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,68,SRSMAH,NO,COPY SRSMAH.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,70,SRSTSRAH,NO,COPY SRSTSRAH.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,73,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,74,SRSCOMA0,NO,COPY SRSCOMA0.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,77,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,78,SRSCOMU0,NO,COPY SRSCOMU0.
SRSRA276,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA276.cbl,323,SMASHDIP,NO,COPY SMASHDIP.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,64,SMASHTRC,NO,COPY SMASHTRC.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,67,SMASHDIW,NO,COPY SMASHDIW.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,70,SRSWFANO,NO,COPY SRSWFANO.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,72,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,92,DFHAID,NO,COPY DFHAID.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,101,SRSMAE,NO,COPY SRSMAE.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,103,SRSTSRAE,NO,COPY SRSTSRAE.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,105,SRSWSERV,NO,COPY SRSWSERV.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,108,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,109,SRSCOMA0,NO,COPY SRSCOMA0.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,112,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,113,SRSCOMU0,NO,COPY SRSCOMU0.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,118,SRSFSER1,NO,COPY SRSFSER1.
SRSRA280,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA280.cbl,455,SMASHDIP,NO,COPY SMASHDIP.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,59,SMASHTRC,NO,COPY SMASHTRC.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,62,SMASHDIW,NO,COPY SMASHDIW.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,65,SRSWFANO,NO,COPY SRSWFANO.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,67,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,74,DFHAID,NO,COPY DFHAID.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,82,SRSMAG,NO,COPY SRSMAG.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,83,SRSTSRAE,NO,COPY SRSTSRAE.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,93,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,94,SRSCOMA0,NO,COPY SRSCOMA0.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,97,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==W-COMCS==.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,98,SRSCOMU0,NO,COPY SRSCOMU0.
SRSRA290,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA290.cbl,266,SMASHDIP,NO,COPY SMASHDIP.
SRSRA300,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA300.cbl,56,SMASHTRC,NO,COPY SMASHTRC.
SRSRA300,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA300.cbl,59,SMASHDIW,NO,COPY SMASHDIW.
SRSRA300,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA300.cbl,62,SRSWFANO,NO,COPY SRSWFANO.
SRSRA300,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA300.cbl,64,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRA300,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA300.cbl,67,SRSMAA,NO,COPY SRSMAA.
SRSRA300,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA300.cbl,70,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRA300,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA300.cbl,71,SRSCOMA0,NO,COPY SRSCOMA0.
SRSRA300,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRA300.cbl,194,SMASHDIP,NO,COPY SMASHDIP.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,90,SMASHTRC,NO,COPY SMASHTRC.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,93,SMASHDIW,NO,COPY SMASHDIW.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,96,SRSWFANO,NO,COPY SRSWFANO.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,98,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,100,SRSCOMIN,NO,COPY SRSCOMIN.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,102,SRSFAPPA,NO,COPY SRSFAPPA.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,105,SRSTSRFI,YES,COPY SRSTSRFI REPLACING ==:DEPENDING ON SRFI-NBFI:== BY == ==.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,108,SRSTSRVD,NO,COPY SRSTSRVD.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,110,SRSWFONC,NO,COPY SRSWFONC.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,211,SRSFAPPD,YES,COPY SRSFAPPD REPLACING FAPPD-ENR BY ==FAPPD-ENR REDEFINES DFHCOMMAREA== ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,221,SRSFFONC,NO,COPY SRSFFONC.
SRSRADIS,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRADIS.cbl,1052,SMASHDIP,NO,COPY SMASHDIP.
SRSRAOR1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRAOR1.cbl,65,SRSWSAOR,NO,COPY SRSWSAOR.
SRSRAOR1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRAOR1.cbl,68,SMASHTRC,NO,COPY SMASHTRC.
SRSRAOR1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRAOR1.cbl,71,SMASHDIW,NO,COPY SMASHDIW.
SRSRAOR1,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRAOR1.cbl,235,SMASHDIP,NO,COPY SMASHDIP.
SRSRCEDA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCEDA.cbl,41,SMASHTRC,NO,COPY SMASHTRC.
SRSRCEDA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCEDA.cbl,44,SMASHDIW,NO,COPY SMASHDIW.
SRSRCEDA,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCEDA.cbl,96,SMASHDIP,NO,COPY SMASHDIP.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,83,SMASHTRC,NO,COPY SMASHTRC.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,86,SMASHDIW,NO,COPY SMASHDIW.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,89,SRSWFANO,NO,COPY SRSWFANO.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,91,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,111,DFHAID,NO,COPY DFHAID.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,112,DFHBMSCA,NO,COPY DFHBMSCA.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,130,SRSFAPPD,YES,COPY SRSFAPPD REPLACING ==:DEPENDING ON FAPPD-NBFI:== BY == ==.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,133,SRSWDIRE,NO,COPY SRSWDIRE.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,135,SRSWFONC,NO,COPY SRSWFONC.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,137,SRSMCS,NO,COPY SRSMCS.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,139,SRSTSRCS,NO,COPY SRSTSRCS.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,142,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,148,SRSFDIRE,NO,COPY SRSFDIRE.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,150,SRSFFONC,NO,COPY SRSFFONC.
SRSRCS00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCS00.cbl,720,SMASHDIP,NO,COPY SMASHDIP.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,49,SMASHTRC,NO,COPY SMASHTRC.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,52,SMASHDIW,NO,COPY SMASHDIW.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,55,SRSWFANO,NO,COPY SRSWFANO.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,57,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,59,DFHAID,NO,COPY DFHAID.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,60,DFHBMSCA,NO,COPY DFHBMSCA.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,61,SRSFGDI9,YES,COPY SRSFGDI9 REPLACING ==:FGDI9:== BY ==FGDI9==.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,62,SRSMCU,NO,COPY SRSMCU.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,86,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRCU10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCU10.cbl,364,SMASHDIP,NO,COPY SMASHDIP.
SRSRCV00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV00.cbl,50,SMASHTRC,NO,COPY SMASHTRC.
SRSRCV00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV00.cbl,53,SMASHDIW,NO,COPY SMASHDIW.
SRSRCV00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV00.cbl,59,SRSWFANO,NO,COPY SRSWFANO.
SRSRCV00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV00.cbl,60,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRCV00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV00.cbl,61,SRSWSRXX,NO,COPY SRSWSRXX.
SRSRCV00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV00.cbl,62,SRSMCV,NO,COPY SRSMCV.
SRSRCV00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV00.cbl,65,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRCV00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV00.cbl,67,SRSCOMCV,YES,COPY SRSCOMCV REPLACING ==:COMCV:== BY ==COMCV==.
SRSRCV00,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV00.cbl,164,SMASHDIP,NO,COPY SMASHDIP.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,48,SMASHTRC,NO,COPY SMASHTRC.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,51,SMASHDIW,NO,COPY SMASHDIW.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,54,SRSWFANO,NO,COPY SRSWFANO.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,56,SRSWSRCZ,NO,COPY SRSWSRCZ.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,65,DFHAID,NO,COPY DFHAID.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,66,DFHBMSCA,NO,COPY DFHBMSCA.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,67,SRSMCV,NO,COPY SRSMCV.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,68,SRSTSRCV,NO,COPY SRSTSRCV.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,71,SRSCOMCS,YES,COPY SRSCOMCS REPLACING ==:COMCS:== BY ==COMCS==.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,73,SRSCOMCV,YES,COPY SRSCOMCV REPLACING ==:COMCV:== BY ==COMCV==.
SRSRCV10,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRCV10.cbl,276,SMASHDIP,NO,COPY SMASHDIP.
SRSRDYP,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRDYP.cbl,13,SRSWLAPP,NO,a Clause COPY SRSWLAPP (Table des Codes Application normalis{s) tilis{e dans SRSRDYP diff}re selon les sites.
SRSRDYP,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRDYP.cbl,15,SRSWLAPP,NO,a biblioth}que contenant la clause COPY SRSWLAPP du site oit tre cod{e en //SYSLIB du Step Cobol de la proc{dure e compilation utilis{e.
SRSRDYP,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRDYP.cbl,19,SRSWLAPP,NO,ne Clause COPY SRSWLAPP ne correspondant pas aux CICS t Applications de la partition entranera un routage incorrect ers les AORs des Transactions CICS lanc{es sur les TORs.
SRSRDYP,C:\Users\Utilisateur\Documents\Workplace\cobol_tools_files\cobol_source-copie\SRSRDYP.cbl,24,DFHDYPDS,NO,use COPY DFHDYPDS d'IBM originale en CICTS54A.CICS.SDFHCOB.
