program,section,source,root_name,name,full_path,level,pic,paragraph,nb_occurrences,nb_reads,nb_writes,nb_conditions,nb_io,usage_summary
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE,01,,500-2-1-MES-PUPITRE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-APPLID,W-APPLID,W-APPLID,01,X(8).,500-2-1-MES-PUPITRE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-PUPITRE,W-MES-PUP-APPLID,W-MES-PUPITRE/W-MES-PUP-APPLID,02,X(8),500-2-1-MES-PUPITRE,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-PUPITRE,W-MES-PUPITRE,W-MES-PUPITRE,01,,500-2-1-MES-PUPITRE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-INFOS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS,05,,500-2-2-MES-RESP-SRS,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-CODAPPL,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/SRSIN-INFO-SESS/SRSIN-CODAPPL,15,X(3).,500-2-2-MES-RESP-SRS,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-CODFINA,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND/SRSIN-CODFINA,15,X(4).,500-2-2-MES-RESP-SRS,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ABCODE,W-ABCODE,W-ABCODE,01,,500-2-2-MES-RESP-SRS,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-CODTRAN,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/SRSIN-CODTRAN,10,X(4).,500-2-2-MES-RESP-SRS,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-NOMPROG,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFOS/FILLER/SRSIN-NOMPROG,15,X(8).,500-2-2-MES-RESP-SRS,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-APPLID,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID,05,,500-2-2-MES-RESP-SRS,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-APPLID,W-APPLID,W-APPLID,01,X(8).,500-2-2-MES-RESP-SRS,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-RC-SRS,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC/SRSIN-RC-SRS,10,99.,500-2-2-MES-RESP-SRS,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-NBELEM,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-NBELEM,10,S9(4) COMP.,500-2-2-MES-RESP-SRS,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,W-SRCZ-MS,SRSIN-COMM,W-SRCZ-MS/SRSIN-COMM,03,,500-2-2-MES-RESP-SRS,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ABCODE,W-ABCODE,W-ABCODE,01,,500-3-FIN-PROG,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ABCODE,W-TYPAB,W-ABCODE/W-TYPAB,05,X.,600-ANO-BLOQUANTE,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-RETOUR,W-RETOUR,W-RETOUR,01,S9(8) COMP,600-ANO-BLOQUANTE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ABCODE,W-ABEND,W-ABCODE/W-ABEND,05,9(3).,600-ANO-BLOQUANTE,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-EIBTRNID,W-EIBTRNID-3C,W-EIBTRNID/W-EIBTRNID-3C,05,X(3).,600-ANO-BLOQUANTE,1,1,0,1,0,R+COND
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-ABCODE,W-ABCODE,W-ABCODE,01,,600-ANO-BLOQUANTE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-EIBFN,W-EIBFN,W-EIBFN,01,X(2),END-EXEC,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SRSWSRCZ,W-SRCZ-MS,W-SRCZ-IDMS,W-SRCZ-MS/W-SRCZ-ID/W-SRCZ-IDMS,10,X(4).,END-EXEC,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SRSWSRCZ,W-SRCZ-MS,W-SRCZ-TERM,W-SRCZ-MS/W-SRCZ-ID/W-SRCZ-TERM,10,X(4).,END-EXEC,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SRSWSRCZ,W-SRCZ-MS,W-SRCZ-ID,W-SRCZ-MS/W-SRCZ-ID,05,,END-EXEC,2,2,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,SRSWSRCZ,W-SRCZ-MS,W-SRCZ-DONNEES,W-SRCZ-MS/W-SRCZ-DONNEES,05,,END-EXEC,2,2,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-PARAG,W-PARAG,W-PARAG,01,X(5),600-1-ANO-BLOQUANTE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2-PAR,W-MES-ANO-BLOQ-2/W-MES-ANO-BLOQ-2-PAR,02,X(5),600-1-ANO-BLOQUANTE,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-RETOUR,W-RETOUR,W-RETOUR,01,S9(8) COMP,600-1-ANO-BLOQUANTE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-RESP,W-RESP,W-RESP,01,9(4),600-1-ANO-BLOQUANTE,2,1,1,0,0,R+W
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2-RESP,W-MES-ANO-BLOQ-2/W-MES-ANO-BLOQ-2-RESP,02,X(4),600-1-ANO-BLOQUANTE,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-1,W-MES-ANO-BLOQ-1,W-MES-ANO-BLOQ-1,01,,600-2-1-MES-PUPITRE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2,W-MES-ANO-BLOQ-2,01,,600-2-1-MES-PUPITRE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-APPLID,W-APPLID,W-APPLID,01,X(8).,600-2-1-MES-PUPITRE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-PUPITRE,W-MES-PUP-APPLID,W-MES-PUPITRE/W-MES-PUP-APPLID,02,X(8),600-2-1-MES-PUPITRE,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-MES-PUPITRE,W-MES-PUPITRE,W-MES-PUPITRE,01,,600-2-1-MES-PUPITRE,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-GRP,SMAD/SMAD-GRP,05,,SMAD-INIT,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,MAIN,W-DEBUT,W-DEBUT,W-DEBUT,77,X(08),SMAD-INIT,1,1,0,0,0,R
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-PGM,SMAD/SMAD-GRP/SMAD-PGM,10,X(008).,SMAD-INIT,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-INIT,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-SYNC,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-XCTL,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-LINK,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-EPGM,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-DPGM,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-RLSE,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-LOAD,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-R-TRAN,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-R-RETR,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-S-TRID,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-R-CRID,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-R-RTVE,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-R-SHUT,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-RMAP,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-SMAP,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-BRFI,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-ENDB,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-RDFI,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-RNXT,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-DLFI,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-STFI,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-WTFI,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-UTFI,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-INQU,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-UNLK,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-DISF,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-STER,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-RTSQ,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-WTSQ,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-UTSQ,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-DTSQ,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-WTDQ,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-ADDR,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-ABEN,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-DUMP,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-END,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-RENQ,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-RDEQ,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-ASSG,1,0,1,0,0,W
SRSRADIS,WORKING-STORAGE SECTION,SMASHDIW,SMAD,SMAD-OPER,SMAD/SMAD-GRP/SMAD-OPER,10,X(008).,SMAD-MESS,1,0,1,0,0,W
