program,section,source,level,name,parent_name,full_path,pic,usage,occurs,occurs_depends_on,redefines,value,line_etude
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,05,SRSIN-INFO-MS,SRSIN-COMM,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS,,,,,,,000175
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-IDMS,SRSIN-INFO-MS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS,,,,,,,000176
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-IDMSPREF,SRSIN-IDMS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-IDMSPREF,X(3).,,,,,,000177
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CICS,SRSIN-IDMS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-CICS,X.,,,,,,000178
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-TERMID,SRSIN-IDMS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-TERMID,X(4).,,,,,,000179
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-TASKN,SRSIN-IDMS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-IDMS/SRSIN-TASKN,,,,,SRSIN-TERMID,,000180
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-NBELEM,SRSIN-INFO-MS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-NBELEM,S9(4) COMP.,,,,,,000182
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-LGELEM,SRSIN-INFO-MS,W-SRCZ-MS/SRSIN-COMM/SRSIN-INFO-MS/SRSIN-LGELEM,S9(4) COMP.,,,,,,000183
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,05,SRSIN-RC,SRSIN-COMM,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC,,,,,,,000184
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-RC-SRS,SRSIN-RC,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC/SRSIN-RC-SRS,99.,,,,,,000185
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-RC-CICS,SRSIN-RC,W-SRCZ-MS/SRSIN-COMM/SRSIN-RC/SRSIN-RC-CICS,S9(8) COMP.,,,,,,000186
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,05,SRSIN-APPLID,SRSIN-COMM,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID,,,,,,,000187
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,FILLER,SRSIN-APPLID,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID/FILLER,X(4).,,,,,,000188
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-TYP-CICS,SRSIN-APPLID,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID/SRSIN-TYP-CICS,X(3).,,,,,,000189
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-ID-CICS,SRSIN-APPLID,W-SRCZ-MS/SRSIN-COMM/SRSIN-APPLID/SRSIN-ID-CICS,X.,,,,,,000190
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,05,SRSIN-DONNEES,SRSIN-COMM,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES,,,,,,,000191
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-SESS,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-SESS,,,,,,,000192
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CODPOST,SRSIN-SESS,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-SESS/SRSIN-CODPOST,X(6).,,,,,,000193
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CODFONC-MNEMO,SRSIN-SESS,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-SESS/SRSIN-CODFONC-MNEMO,X(4).,,,,,,000194
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,FILLER,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER,,,,,SRSIN-SESS,,000195
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-ADRMVT,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/SRSIN-ADRMVT,S9(8) COMP.,,,,,,000196
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/FILLER,X(6).,,,,,,000197
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,FILLER,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER,,,,,SRSIN-SESS,,000198
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CPOSN,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/SRSIN-CPOSN,S9(4) COMP.,,,,,,000199
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,FILLER,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/FILLER/FILLER,X(8).,,,,,,000200
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-ETAT-IMP,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP,,,,,SRSIN-SESS,,000201
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-ETAT-ACQ,SRSIN-ETAT-IMP,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP/SRSIN-ETAT-ACQ,X(3).,,,,,,000202
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-ETAT-DIS,SRSIN-ETAT-IMP,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP/SRSIN-ETAT-DIS,X(3).,,,,,,000203
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,SRSIN-ETAT-IMP,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ETAT-IMP/FILLER,X(4).,,,,,,000204
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-ABEND,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND,,,,,SRSIN-SESS,,000205
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-CODFINA,SRSIN-ABEND,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND/SRSIN-CODFINA,X(4).,,,,,,000206
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,SRSIN-ABEND,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-ABEND/FILLER,X(6).,,,,,,000207
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,10,SRSIN-MESSNUM,SRSIN-DONNEES,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-MESSNUM,,,,,SRSIN-SESS,,000208
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,SRSIN-NUMMESS,SRSIN-MESSNUM,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-MESSNUM/SRSIN-NUMMESS,9(5).,,,,,,000209
SRSRADIS,WORKING-STORAGE SECTION,SRSCOMIN,15,FILLER,SRSIN-MESSNUM,W-SRCZ-MS/SRSIN-COMM/SRSIN-DONNEES/SRSIN-MESSNUM/FILLER,X(5).,,,,,,000210
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,01,FAPPA-ENR,,FAPPA-ENR,,,,,,,000213
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,05,FAPPA-CLE,FAPPA-ENR,FAPPA-ENR/FAPPA-CLE,,,,,,,000214
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CLE-TYPE,FAPPA-CLE,FAPPA-ENR/FAPPA-CLE/FAPPA-CLE-TYPE,X.,,,,,,000215
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CLE-APPL,FAPPA-CLE,FAPPA-ENR/FAPPA-CLE/FAPPA-CLE-APPL,X(3).,,,,,,000216
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,05,FAPPA-DONNEES,FAPPA-ENR,FAPPA-ENR/FAPPA-DONNEES,,,,,,,000217
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-LIBAPPL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-LIBAPPL,X(40).,,,,,,000218
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CODAPPL-REDUIT,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-REDUIT,,,,,,,000219
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CODAPPL-REDUIT1,FAPPA-CODAPPL-REDUIT,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-REDUIT/FAPPA-CODAPPL-REDUIT1,X.,,,,,,000220
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CODAPPL-REDUIT2,FAPPA-CODAPPL-REDUIT,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-REDUIT/FAPPA-CODAPPL-REDUIT2,X.,,,,,,000221
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-IDENTAOR,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-IDENTAOR,X.,,,,,,000222
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CODDISPO-APPL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODDISPO-APPL,9.,,,,,,000223
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CODDISPO-APPL-SEC,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODDISPO-APPL-SEC,9.,,,,,,000224
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-MESSIND-APPL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-MESSIND-APPL,,,,,,,000225
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MESSIND-L1,FAPPA-MESSIND-APPL,FAPPA-ENR/FAPPA-DONNEES/FAPPA-MESSIND-APPL/FAPPA-MESSIND-L1,X(79).,,,,,,000226
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MESSIND-L2,FAPPA-MESSIND-APPL,FAPPA-ENR/FAPPA-DONNEES/FAPPA-MESSIND-APPL/FAPPA-MESSIND-L2,X(79).,,,,,,000227
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-INDIC-IDMS,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-INDIC-IDMS,X.,,,,,,000228
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-VAL-HORSAOR,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-VAL-HORSAOR,9.,,,,,,000229
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-NOMRESP,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-NOMRESP,,,2,,,,000230
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-USERIDTSO,FAPPA-NOMRESP,FAPPA-ENR/FAPPA-DONNEES/FAPPA-NOMRESP/FAPPA-USERIDTSO,X(8).,,,,,,000231
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-USERIDRACF,FAPPA-NOMRESP,FAPPA-ENR/FAPPA-DONNEES/FAPPA-NOMRESP/FAPPA-USERIDRACF,X(8).,,,,,,000232
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-TRANSINI,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-TRANSINI,X(4).,,,,,,000233
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-TEL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-TEL,9(10).,,,,,,000234
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-POSTTEL,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-POSTTEL,X(4).,,,,,,000235
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-HEUREDEB,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB,,,,,,,000236
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-HDVAC,FAPPA-HEUREDEB,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB/FAPPA-HDVAC,9(2).,,,,,,000237
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MDVAC,FAPPA-HEUREDEB,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB/FAPPA-MDVAC,9(2).,,,,,,000238
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-HEUREFIN,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN,,,,,,,000239
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-HFVAC,FAPPA-HEUREFIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN/FAPPA-HFVAC,9(2).,,,,,,000240
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MFVAC,FAPPA-HEUREFIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN/FAPPA-MFVAC,9(2).,,,,,,000241
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-HEUREDEB-VDX,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB-VDX,,,,,,,000242
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-HDVAC-VDX,FAPPA-HEUREDEB-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB-VDX/FAPPA-HDVAC-VDX,9(2).,,,,,,000243
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MDVAC-VDX,FAPPA-HEUREDEB-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREDEB-VDX/FAPPA-MDVAC-VDX,9(2).,,,,,,000244
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-HEUREFIN-VDX,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN-VDX,,,,,,,000245
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-HFVAC-VDX,FAPPA-HEUREFIN-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN-VDX/FAPPA-HFVAC-VDX,9(2).,,,,,,000246
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-MFVAC-VDX,FAPPA-HEUREFIN-VDX,FAPPA-ENR/FAPPA-DONNEES/FAPPA-HEUREFIN-VDX/FAPPA-MFVAC-VDX,9(2).,,,,,,000247
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-SYSID-LIST,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST,,,,,,,000248
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-SYSID-TOR-LIST,FAPPA-SYSID-LIST,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-TOR-LIST,,,,,,,000249
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,20,FAPPA-SYSID-TOR,FAPPA-SYSID-TOR-LIST,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-TOR-LIST/FAPPA-SYSID-TOR,X(4),,8,,,,000250
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-SYSID-AOR,FAPPA-SYSID-LIST,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR,,,,,,,000251
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,20,FAPPA-SYSID-AORDEB,FAPPA-SYSID-AOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AORDEB,X(2).,,,,,,000252
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,20,FAPPA-SYSID-AOR-FIN,FAPPA-SYSID-AOR,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN,,,,,,,000253
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,25,FAPPA-SYSID-AOR-TYP,FAPPA-SYSID-AOR-FIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN/FAPPA-SYSID-AOR-TYP,X.,,,,,,000254
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,25,FAPPA-SYSID-AOR-NUM,FAPPA-SYSID-AOR-FIN,FAPPA-ENR/FAPPA-DONNEES/FAPPA-SYSID-LIST/FAPPA-SYSID-AOR/FAPPA-SYSID-AOR-FIN/FAPPA-SYSID-AOR-NUM,X.,,,,,,000255
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CSD-GROUPES,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES,,,,,,,000256
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICEXP,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICEXP,X(8).,,,,,,000257
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICEXP-DEG,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICEXP-DEG,X(8).,,,,,,000258
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICVDX,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICVDX,X(8).,,,,,,000259
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,15,FAPPA-CSD-FICVDX-DEG,FAPPA-CSD-GROUPES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CSD-GROUPES/FAPPA-CSD-FICVDX-DEG,X(8).,,,,,,000260
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-PERIODICITE,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-PERIODICITE,X.,,,,,,000261
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-CODAPPL-AFFICH,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-CODAPPL-AFFICH,X(3).,,,,,,000262
SRSRADIS,WORKING-STORAGE SECTION,SRSFAPPA,10,FAPPA-FILLER,FAPPA-DONNEES,FAPPA-ENR/FAPPA-DONNEES/FAPPA-FILLER,X.,,,,,,000263
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,01,SRFI-DONNEES,,SRFI-DONNEES,,,,,,,000266
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,05,SRFI-NBFI,SRFI-DONNEES,SRFI-DONNEES/SRFI-NBFI,9(4) COMP.,,,,,,000267
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,05,SRFI-FICHIERS,SRFI-DONNEES,SRFI-DONNEES/SRFI-FICHIERS,,,160,,,,000268
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-NOMFIC,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-NOMFIC,X(8).,,,,,,000270
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-TYPFIC,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-TYPFIC,9.,,,,,,000271
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-IDCICS,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-IDCICS,X(4).,,,,,,000272
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,10,SRFI-FONCTIONS,SRFI-FICHIERS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS,,,40,,,,000273
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,15,SRFI-CODFONC,SRFI-FONCTIONS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS/SRFI-CODFONC,X.,,,,,,000274
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRFI,15,SRFI-CODDISPO-FONC,SRFI-FONCTIONS,SRFI-DONNEES/SRFI-FICHIERS/SRFI-FONCTIONS/SRFI-CODDISPO-FONC,9.,,,,,,000275
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,01,SRVD-DONNEES,,SRVD-DONNEES,,,,,,,000278
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPAPP,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPAPP,9.,,,,,,000279
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPIND,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPIND,9.,,,,,,000280
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPFIC,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPFIC,X.,,,,,,000281
SRSRADIS,WORKING-STORAGE SECTION,SRSTSRVD,05,SRVD-DISPFON,SRVD-DONNEES,SRVD-DONNEES/SRVD-DISPFON,X.,,,,,,000282
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,01,WFONC-ENR,,WFONC-ENR,,,,,,,000285
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,05,WFONC-CLE,WFONC-ENR,WFONC-ENR/WFONC-CLE,,,,,,,000286
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,10,WFONC-CLE-APPL,WFONC-CLE,WFONC-ENR/WFONC-CLE/WFONC-CLE-APPL,X(3).,,,,,,000287
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,10,WFONC-CLE-FONC,WFONC-CLE,WFONC-ENR/WFONC-CLE/WFONC-CLE-FONC,X.,,,,,,000288
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,05,WFONC-DONNEES,WFONC-ENR,WFONC-ENR/WFONC-DONNEES,,,,,,,000289
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,10,WFONC-CLE-ALT,WFONC-DONNEES,WFONC-ENR/WFONC-DONNEES/WFONC-CLE-ALT,,,,,,,000290
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,15,WFONC-CODE-APPL,WFONC-CLE-ALT,WFONC-ENR/WFONC-DONNEES/WFONC-CLE-ALT/WFONC-CODE-APPL,X(3).,,,,,,000291
SRSRADIS,WORKING-STORAGE SECTION,SRSWFONC,15,WFONC-CODE-MNEMO,WFONC-CLE-ALT,WFONC-ENR/WFONC-DONNEES/WFONC-CLE-ALT/WFONC-CODE-MNEMO,X(4).,,,,,,000292
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-SYSID,,W-SYSID,X(4).,,,,,,000294
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-APPLID,,W-APPLID,X(8).,,,,,,000295
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-TS-SRFI,,W-TS-SRFI,,,,,,,000296
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,FILLER,W-TS-SRFI,W-TS-SRFI/FILLER,X(4),,,,,'SRFI',000297
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-SRFI-CODAPP,W-TS-SRFI,W-TS-SRFI/W-SRFI-CODAPP,X(3).,,,,,,000298
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,FILLER,W-TS-SRFI,W-TS-SRFI/FILLER,X,,,,,SPACES,000299
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-EIBTRNID,,W-EIBTRNID,,,,,,,000300
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,W-EIBTRNID-3C,W-EIBTRNID,W-EIBTRNID/W-EIBTRNID-3C,X(3).,,,,,,000301
SRSRADIS,WORKING-STORAGE SECTION,MAIN,05,FILLER,W-EIBTRNID,W-EIBTRNID/FILLER,X,,,,,SPACES,000302
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-ANO,,W-ANO,X(62),,,,,SPACES,000303
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-PARAG,,W-PARAG,X(5),,,,,SPACES,000304
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-RESP,,W-RESP,9(4),,,,,ZEROS,000305
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-ANO-APPLI,,W-ANO-APPLI,,,,,,,000306
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-ANO-APPLID,W-ANO-APPLI,W-ANO-APPLI/W-ANO-APPLID,X(8).,,,,,,000307
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-ANO-APPLI,W-ANO-APPLI/FILLER,X(25),,,,,,000308
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-MES-FIN-ANORMALE,,W-MES-FIN-ANORMALE,,,,,,,000310
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE/FILLER,X(25),,,,,,000311
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-MES-FIN-ANORMALE-COD,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE/W-MES-FIN-ANORMALE-COD,X(4),,,,,SPACES,000313
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,FILLER,W-MES-FIN-ANORMALE,W-MES-FIN-ANORMALE/FILLER,X(22),,,,,,000314
SRSRADIS,WORKING-STORAGE SECTION,MAIN,01,W-MES-PUPITRE,,W-MES-PUPITRE,,,,,,,000316
SRSRADIS,WORKING-STORAGE SECTION,MAIN,02,W-MES-PUP-APPLID,W-MES-PUPITRE,W-MES-PUPITRE/W-MES-PUP-APPLID,X(8),,,,,SPACES,000317
